# Omega_m     sigma_8     h           
  0.115570    0.675458    0.645733    
  0.244325    1.099903    0.743391    
  0.498593    0.785305    0.656490    
  0.474302    0.960120    0.732225    
  0.219989    0.609340    0.667954    
  0.139662    1.177776    0.771853    
  0.390853    0.855158    0.628308    
  0.307919    1.076153    0.675336    
  0.159901    0.790889    0.724736    
  0.281244    0.984472    0.614584    
  0.426133    0.746045    0.785493    
  0.431137    0.944600    0.623431    
  0.276043    0.621954    0.776737    
  0.157825    1.190967    0.686898    
  0.309798    0.840233    0.713277    
  0.389754    1.053602    0.766161    
  0.140955    0.815222    0.633921    
  0.224407    1.009381    0.730007    
  0.470078    0.724089    0.670056    
  0.494222    1.130340    0.744425    
  0.248499    0.881523    0.655548    
  0.116619    0.931397    0.757893    
  0.365464    0.654491    0.642086    
  0.335654    1.014343    0.688718    
  0.183733    0.699790    0.711168    
  0.250379    1.124811    0.602564    
  0.405428    0.763348    0.797304    
  0.417202    1.102745    0.661287    
  0.262921    0.780136    0.738837    
  0.196764    1.035086    0.647429    
  0.347916    0.684316    0.752689    
  0.352530    0.909513    0.705569    
  0.104454    0.671097    0.694447    
  0.236627    1.151194    0.792114    
  0.481582    0.865938    0.607920    
  0.457243    0.993174    0.783844    
  0.212340    0.744393    0.616085    
  0.128595    1.070830    0.719987    
  0.376626    0.793888    0.679936    
  0.322255    1.174943    0.626564    
  0.171051    0.860354    0.773257    
  0.288780    0.961937    0.663108    
  0.443107    0.600510    0.736731    
  0.447440    1.182016    0.761598    
  0.295478    0.829772    0.638367    
  0.163598    0.954946    0.746972    
  0.318681    0.630862    0.653012    
  0.382426    1.000467    0.605893    
  0.136767    0.713737    0.793989    
  0.203413    1.064058    0.691644    
  0.452200    0.824167    0.708232    
  0.478105    0.921273    0.684351    
  0.229272    0.645200    0.715810    
  0.111055    1.139517    0.619724    
  0.356766    0.891607    0.780455    
  0.342776    1.114724    0.727082    
  0.187739    0.754167    0.672995    
  0.271191    1.023630    0.762834    
  0.423100    0.709911    0.637237    
  0.410472    1.044927    0.722924    
  0.259308    0.692720    0.677013    
  0.175563    1.094457    0.787161    
  0.329855    0.770337    0.612757    
  0.369039    1.160999    0.665642    
  0.124073    0.874232    0.734183    
  0.241803    0.901115    0.630281    
  0.489890    0.661261    0.769550    
  0.464181    1.079496    0.644115    
  0.216139    0.803460    0.756018    
  0.149982    0.983715    0.658351    
  0.394895    0.735767    0.741763    
  0.305564    0.970567    0.788394    
  0.151226    0.609973    0.611626    
  0.283400    1.165374    0.703034    
  0.434615    0.851691    0.696993    
  0.436972    1.018313    0.791381    
  0.282704    0.694047    0.608751    
  0.151996    1.118782    0.704837    
  0.303135    0.766427    0.695277    
  0.395640    1.127242    0.648162    
  0.147577    0.887534    0.751859    
  0.218519    0.937123    0.662019    
  0.463461    0.650503    0.738007    
  0.487559    1.057570    0.663939    
  0.242670    0.809476    0.735998    
  0.123280    1.003353    0.627394    
  0.371298    0.727171    0.772525    
  0.329037    0.941499    0.719156    
  0.177845    0.627963    0.680669    
  0.257000    1.196695    0.783014    
  0.411314    0.836247    0.616817    
  0.423869    1.181220    0.730837    
  0.268762    0.856991    0.669324    
  0.190095    0.958288    0.766991    
  0.342081    0.605897    0.633188    
  0.359146    0.987769    0.686069    
  0.110334    0.748024    0.714009    
  0.230016    1.074175    0.622601    
  0.475700    0.787592    0.777470    
  0.451407    0.915789    0.601831    
  0.205671    0.667731    0.798134    
  0.134436    1.147546    0.687986    
  0.383293    0.871327    0.711999    
  0.316374    1.097338    0.758625    
  0.164440    0.783765    0.641257    
  0.294660    1.038434    0.745158    
  0.449722    0.678022    0.654717    
  0.440775    1.109017    0.631112    
  0.289647    0.758100    0.768817    
  0.170258    1.026673    0.666472    
  0.324514    0.703918    0.733451    
  0.375808    0.927248    0.786331    
  0.130878    0.642139    0.613490    
  0.210033    1.135566    0.722095    
  0.458085    0.897295    0.677745    
  0.483938    0.994757    0.702301    
  0.235932    0.717669    0.697823    
  0.105223    1.067104    0.787662    
  0.350101    0.818176    0.612456    
  0.348661    1.187989    0.659083    
  0.194359    0.826708    0.740933    
  0.265302    0.950996    0.644847    
  0.416481    0.636554    0.755188    
  0.404634    0.967167    0.690912    
  0.252637    0.616286    0.709062    
  0.181402    1.170797    0.605160    
  0.336521    0.848005    0.794819    
  0.363156    1.083164    0.747704    
  0.117461    0.798019    0.652182    
  0.247681    0.977383    0.762331    
  0.496504    0.739149    0.637537    
  0.470847    1.157596    0.763664    
  0.221978    0.880544    0.636505    
  0.143311    0.906541    0.727913    
  0.389058    0.657577    0.672262    
  0.312178    1.048593    0.618894    
  0.157105    0.687276    0.781187    
  0.276787    1.088127    0.683521    
  0.428732    0.773721    0.716543    
  0.426902    1.142079    0.679490    
  0.278815    0.893143    0.720690    
  0.162257    0.919736    0.618335    
  0.307223    0.642638    0.781826    
  0.393234    1.026046    0.735099    
  0.138942    0.711594    0.664972    
  0.220733    1.113040    0.773567    
  0.471897    0.751750    0.626510    
  0.497799    0.951652    0.750487    
  0.246583    0.628887    0.649497    
  0.113238    1.183993    0.739333    
  0.367576    0.833067    0.660632    
  0.331321    1.060617    0.607660    
  0.186407    0.822338    0.792216    
  0.254518    1.002297    0.696127    
  0.402560    0.717179    0.703755    
  0.415384    0.981590    0.642335    
  0.266596    0.732617    0.757778    
  0.198779    1.082647    0.653880    
  0.344438    0.805586    0.746252    
  0.355107    1.163103    0.799518    
  0.100024    0.848688    0.600509    
  0.233857    0.973571    0.710660    
  0.485818    0.612245    0.689360    
  0.460112    1.095849    0.714895    
  0.208203    0.773047    0.685023    
  0.125923    1.042216    0.776440    
  0.380960    0.691327    0.623496    
  0.320144    0.902361    0.670516    
  0.174433    0.664118    0.729315    
  0.290698    1.158140    0.631658    
  0.439531    0.872985    0.768168    
  0.444570    0.928394    0.742658    
  0.299616    0.652220    0.657321    
  0.166271    1.132612    0.753410    
  0.314347    0.884527    0.646563    
  0.384537    1.121661    0.699830    
  0.133385    0.761223    0.700038    
  0.201495    1.016469    0.610202    
  0.455776    0.702942    0.789684    
  0.479923    1.193824    0.615414    
  0.225597    0.841479    0.784760    
  0.109040    0.943353    0.676165    
  0.360244    0.619096    0.724003    
  0.340200    1.012092    0.771022    
  0.192169    0.725481    0.629041    
  0.273961    1.052209    0.731395    
  0.418863    0.812510    0.668686    
  0.406894    1.072513    0.778970    
  0.261223    0.796303    0.620952    
  0.178944    0.990758    0.718610    
  0.327742    0.742709    0.681319    
  0.373372    0.963474    0.634593    
  0.121399    0.603072    0.765246    
  0.237664    1.172380    0.673829    
  0.492758    0.858816    0.725992    
  0.468416    1.033257    0.650164    
  0.213367    0.680875    0.749954    
  0.145550    1.106187    0.639803    
  0.397470    0.781966    0.760322    
  0.302084    1.149218    0.707348    
  0.153240    0.862644    0.692686    
  0.287073    0.912809    0.796585    
  0.432796    0.673074    0.603431    
  0.432446    1.032343    0.738215    
  0.286739    0.680108    0.661861    
  0.153391    1.104687    0.751700    
  0.302226    0.780613    0.648369    
  0.397417    1.150721    0.695094    
  0.145505    0.864001    0.705069    
  0.213619    0.913726    0.608983    
  0.468653    0.673845    0.791198    
  0.492802    1.071600    0.617024    
  0.237717    0.795537    0.782856    
  0.121163    0.989259    0.680510    
  0.373120    0.741357    0.719363    
  0.328077    0.964978    0.772342    
  0.179293    0.604430    0.627625    
  0.261082    1.173298    0.736230    
  0.406743    0.859588    0.663756    
  0.419017    1.195177    0.777653    
  0.274100    0.842979    0.622369    
  0.191823    0.944120    0.713777    
  0.339862    0.620009    0.686251    
  0.360493    1.011321    0.632980    
  0.109279    0.724564    0.767150    
  0.225541    1.050852    0.669483    
  0.479882    0.811007    0.730629    
  0.455536    0.929746    0.654901    
  0.201247    0.653719    0.744926    
  0.133426    1.133378    0.641025    
  0.384594    0.885440    0.758808    
  0.314208    1.120889    0.711791    
  0.166117    0.760305    0.688144    
  0.299953    1.015111    0.798293    
  0.444916    0.701437    0.601624    
  0.439782    1.094859    0.677976    
  0.290934    0.772203    0.721911    
  0.174380    1.040639    0.613307    
  0.320100    0.689897    0.786563    
  0.381111    0.903934    0.733292    
  0.126065    0.665545    0.666680    
  0.207853    1.159127    0.769025    
  0.459778    0.873826    0.630953    
  0.485676    0.980599    0.755420    
  0.233706    0.731772    0.644663    
  0.100358    1.081070    0.740750    
  0.355456    0.804155    0.659315    
  0.344202    1.164675    0.612297    
  0.198527    0.850113    0.787870    
  0.266641    0.974557    0.698031    
  0.415437    0.613084    0.702142    
  0.402503    0.953082    0.637695    
  0.254477    0.630463    0.762124    
  0.186656    1.184837    0.651975    
  0.331561    0.834057    0.747863    
  0.367230    1.059777    0.794588    
  0.112901    0.821351    0.605343    
  0.246738    1.000871    0.709245    
  0.497938    0.715606    0.690680    
  0.472234    1.143510    0.716701    
  0.221080    0.894721    0.683313    
  0.138803    0.920581    0.780980    
  0.393079    0.643629    0.619053    
  0.307264    1.025206    0.672030    
  0.162314    0.710608    0.728096    
  0.278575    1.111615    0.636688    
  0.426654    0.750178    0.763432    
  0.428679    1.156091    0.626278    
  0.276743    0.879186    0.773750    
  0.157357    0.905623    0.665155    
  0.312415    0.656805    0.734867    
  0.388709    1.049506    0.781985    
  0.142977    0.688042    0.618128    
  0.222129    1.089625    0.720482    
  0.470989    0.775073    0.679648    
  0.496839    0.965664    0.703523    
  0.248031    0.614930    0.696310    
  0.117319    1.169880    0.792399    
  0.363005    0.847234    0.607428    
  0.336565    1.084078    0.660791    
  0.181455    0.798786    0.739126    
  0.252401    0.978883    0.649289    
  0.404383    0.740502    0.750646    
  0.416730    0.995529    0.689201    
  0.265541    0.718587    0.710868    
  0.194302    1.068462    0.600716    
  0.348620    0.819680    0.799359    
  0.350255    1.186637    0.746484    
  0.105362    0.825209    0.653697    
  0.235585    0.950230    0.757595    
  0.483600    0.635641    0.642567    
  0.457946    1.109788    0.768009    
  0.209879    0.759017    0.631865    
  0.131215    1.028030    0.729523    
  0.376154    0.705421    0.670357    
  0.324274    0.925895    0.623729    
  0.170009    0.640640    0.776257    
  0.289688    1.134799    0.684840    
  0.440832    0.896381    0.715127    
  0.449873    0.914217    0.789477    
  0.294802    0.666305    0.610361    
  0.164091    1.146560    0.700197    
  0.316040    0.870488    0.699622    
  0.383545    1.098329    0.646746    
  0.134672    0.784610    0.753178    
  0.205618    1.040011    0.657089    
  0.451362    0.679454    0.742842    
  0.475464    1.179647    0.668479    
  0.229765    0.855564    0.731554    
  0.110378    0.957301    0.629200    
  0.359199    0.605056    0.770815    
  0.341939    0.988760    0.724186    
  0.189944    0.748868    0.675933    
  0.269096    1.075752    0.784529    
  0.424219    0.789022    0.615598    
  0.410967    1.058410    0.725809    
  0.256663    0.810462    0.674061    
  0.178000    1.004779    0.765478    
  0.329176    0.728743    0.634410    
  0.371241    0.940068    0.681526    
  0.123239    0.626386    0.718451    
  0.242918    1.195850    0.620794    
  0.487799    0.835255    0.779178    
  0.463502    1.019153    0.603248    
  0.218576    0.695034    0.796817    
  0.147337    1.120208    0.692918    
  0.395391    0.768000    0.707165    
  0.303472    1.125812    0.760529    
  0.152342    0.885958    0.639644    
  0.282565    0.936279    0.749796    
  0.436817    0.649513    0.650371    
  0.434559    1.078652    0.756765    
  0.283359    0.802470    0.643299    
  0.151475    0.982285    0.745654    
  0.305804    0.734191    0.654429    
  0.394549    0.971993    0.601546    
  0.149644    0.611546    0.798627    
  0.216293    1.166215    0.690032    
  0.464320    0.852678    0.710135    
  0.490228    1.044082    0.685572    
  0.242149    0.691728    0.714297    
  0.123935    1.093026    0.624461    
  0.368885    0.768759    0.775427    
  0.329896    1.162424    0.728791    
  0.175619    0.875804    0.671187    
  0.259068    0.901955    0.767276    
  0.410223    0.662247    0.632695    
  0.423352    0.922850    0.721215    
  0.271427    0.646630    0.678818    
  0.187686    1.140508    0.782717    
  0.342732    0.892451    0.617298    
  0.356917    1.113737    0.664422    
  0.111196    0.753326    0.735698    
  0.228923    1.022057    0.625546    
  0.477771    0.708485    0.774580    
  0.452058    1.183593    0.648459    
  0.203262    0.831203    0.751378    
  0.137101    0.955937    0.659962    
  0.382776    0.631708    0.739858    
  0.318445    0.999481    0.793230    
  0.163346    0.712898    0.606695    
  0.295523    1.062486    0.704353    
  0.447493    0.822742    0.695578    
  0.443261    0.992407    0.621526    
  0.288919    0.743480    0.778348    
  0.170705    1.069477    0.682259    
  0.321918    0.792388    0.717621    
  0.376874    1.176300    0.764746    
  0.128835    0.861857    0.635239    
  0.212284    0.962708    0.725076    
  0.457201    0.601428    0.674892    
  0.481342    1.101979    0.748966    
  0.236379    0.779223    0.651104    
  0.104495    1.033734    0.759699    
  0.352587    0.682817    0.640377    
  0.347777    0.910871    0.693748    
  0.196610    0.672601    0.706433    
  0.263259    1.151966    0.604079    
  0.417548    0.866856    0.796084    
  0.405078    1.131840    0.656259    
  0.250045    0.882876    0.743574    
  0.183884    0.932311    0.645916    
  0.335796    0.655259    0.753910    
  0.365410    1.013426    0.701027    
  0.116575    0.699020    0.698889    
  0.248751    1.123308    0.790306    
  0.494458    0.761991    0.609629    
  0.470122    0.946098    0.785261    
  0.224460    0.623306    0.614767    
  0.140719    1.191879    0.724919    
  0.389502    0.840999    0.675103    
  0.310132    1.052684    0.628467    
  0.158175    0.814450    0.771645    
  0.275901    1.007877    0.667747    
  0.430986    0.722731    0.732384    
  0.425787    0.958694    0.670215    
  0.280906    0.607768    0.729800    
  0.160055    1.176936    0.633713    
  0.308057    0.854172    0.766319    
  0.390797    1.076998    0.713045    
  0.139621    0.791881    0.687081    
  0.220238    0.985903    0.776921    
  0.474542    0.747623    0.623199    
  0.498634    1.144435    0.797463    
  0.244381    0.867337    0.602356    
  0.115330    0.917367    0.710961    
  0.366460    0.668430    0.688877    
  0.333966    1.037739    0.641854    
  0.185912    0.676449    0.758076    
  0.255197    1.101333    0.655731    
  0.400123    0.786881    0.744194    
  0.413179    1.116913    0.608152    
  0.267434    0.766023    0.791931    
  0.197660    1.021129    0.694264    
  0.346533    0.698328    0.705801    
  0.354614    0.932837    0.752530    
  0.102665    0.647682    0.647636    
  0.231424    1.127642    0.739044    
  0.486494    0.889398    0.661129    
  0.462207    1.007342    0.736963    
  0.207084    0.730280    0.662925    
  0.126760    1.056873    0.773074    
  0.378755    0.807900    0.626796    
  0.320821    1.198266    0.679778    
  0.172000    0.836939    0.720194    
  0.293339    0.938385    0.616292    
  0.439038    0.623971    0.783686    
  0.445612    1.168049    0.708415    
  0.297597    0.843793    0.691412    
  0.168546    0.969104    0.793757    
  0.313439    0.616759    0.606076    
  0.386999    0.976906    0.652805    
  0.132682    0.737207    0.747130    
  0.201967    1.087372    0.638526    
  0.453156    0.800762    0.761391    
  0.479015    0.907307    0.637420    
  0.227872    0.659222    0.762602    
  0.107021    1.153676    0.672763    
  0.361286    0.877503    0.727265    
  0.337580    1.091163    0.780248    
  0.192641    0.777636    0.619882    
  0.273258    1.046944    0.715968    
  0.421325    0.686505    0.684144    
  0.409172    1.030888    0.769757    
  0.260312    0.706668    0.630122    
  0.179989    1.108542    0.734024    
  0.325720    0.756160    0.665850    
  0.373841    1.137510    0.612574    
  0.118783    0.897775    0.787393    
  0.240122    0.924503    0.677244    
  0.492058    0.637929    0.722741    
  0.466394    1.065457    0.697200    
  0.214412    0.817408    0.702875    
  0.144638    0.997800    0.611468    
  0.399748    0.721590    0.788602    
  0.301384    0.947079    0.741580    
  0.155698    0.633516    0.658583    
  0.284457    1.188761    0.756249    
  0.433265    0.828359    0.643931    
  0.433754    1.189910    0.691848    
  0.285725    0.829499    0.708070    
  0.155407    0.948228    0.605737    
  0.300308    0.634655    0.794200    
  0.398477    0.996679    0.747469    
  0.144152    0.720459    0.652363    
  0.215485    1.064335    0.760955    
  0.466689    0.816278    0.638870    
  0.490982    0.925652    0.763038    
  0.239831    0.639069    0.637076    
  0.120051    1.138659    0.726927    
  0.374330    0.898915    0.673205    
  0.326015    1.107420    0.620222    
  0.181061    0.755029    0.779805    
  0.259826    1.029767    0.683707    
  0.407901    0.705537    0.716314    
  0.421030    1.045822    0.629784    
  0.272185    0.685375    0.770200    
  0.193128    1.090042    0.666286    
  0.338851    0.776505    0.733680    
  0.362362    1.154825    0.786956    
  0.107312    0.878643    0.612919    
  0.226604    0.908456    0.723080    
  0.478525    0.660362    0.676801    
  0.454427    1.086251    0.702536    
  0.202454    0.799631    0.697643    
  0.131609    0.975784    0.789039    
  0.386704    0.736077    0.611122    
  0.312949    0.970253    0.658147    
  0.167278    0.617899    0.741925    
  0.297888    1.169199    0.644270    
  0.446688    0.844932    0.755807    
  0.437767    0.939599    0.730242    
  0.292852    0.625193    0.669877    
  0.173072    1.199479    0.765975    
  0.321115    0.838162    0.634149    
  0.379245    1.055669    0.687426    
  0.128028    0.806705    0.712608    
  0.206793    1.006138    0.622756    
  0.461131    0.729085    0.777260    
  0.486789    1.128854    0.602799    
  0.232496    0.890621    0.797124    
  0.102178    0.934050    0.688532    
  0.353343    0.648904    0.711397    
  0.345457    1.019925    0.758421    
  0.197369    0.697133    0.641418    
  0.268702    1.115709    0.743751    
  0.413669    0.764829    0.656070    
  0.401199    1.100129    0.791586    
  0.255488    0.785686    0.608589    
  0.184643    1.036535    0.706244    
  0.333476    0.675254    0.693925    
  0.366166    0.918580    0.647194    
  0.114258    0.669653    0.752869    
  0.244868    1.145648    0.661473    
  0.499905    0.868559    0.738608    
  0.474052    0.984698    0.662581    
  0.218970    0.746428    0.737399    
  0.139912    1.075795    0.627238    
  0.391873    0.790685    0.772735    
  0.309329    1.178150    0.719751    
  0.160542    0.855394    0.680117    
  0.279834    0.959907    0.784031    
  0.425492    0.608990    0.615856    
  0.429715    1.009007    0.778784    
  0.275414    0.723853    0.621181    
  0.159248    1.053815    0.717283    
  0.310427    0.815571    0.682701    
  0.389992    1.190740    0.635579    
  0.141987    0.839850    0.764303    
  0.224169    0.944958    0.674455    
  0.469046    0.622157    0.725421    
  0.494753    1.124439    0.651540    
  0.249824    0.763112    0.748621    
  0.116088    1.014556    0.640038    
  0.364139    0.700141    0.760141    
  0.334720    0.931171    0.706771    
  0.183593    0.654110    0.693306    
  0.251313    1.130700    0.795648    
  0.405568    0.881727    0.604423    
  0.418624    1.150826    0.743235    
  0.263550    0.865708    0.656702    
  0.195342    0.909732    0.754347    
  0.347288    0.671452    0.645571    
  0.352292    1.034865    0.698453    
  0.103423    0.683939    0.701372    
  0.236865    1.103109    0.609967    
  0.482613    0.780345    0.789864    
  0.456712    0.961569    0.614429    
  0.211016    0.600278    0.785704    
  0.129126    1.175160    0.675540    
  0.377950    0.860708    0.724574    
  0.323189    1.070607    0.771208    
  0.171191    0.793510    0.628812    
  0.287846    0.993538    0.732723    
  0.442966    0.744601    0.667304    
  0.447983    1.063681    0.643742    
  0.296791    0.823946    0.756426    
  0.163055    1.000675    0.654084    
  0.317369    0.714102    0.746091    
  0.381504    0.954715    0.798972    
  0.136614    0.630495    0.601110    
  0.204334    1.182371    0.709693    
  0.452353    0.829989    0.690370    
  0.476695    1.023252    0.714739    
  0.228631    0.709689    0.685234    
  0.112464    1.114932    0.775082    
  0.357407    0.754530    0.624897    
  0.343026    1.139286    0.671532    
  0.188758    0.891237    0.728354    
  0.270940    0.921627    0.632253    
  0.422081    0.645418    0.767615    
  0.409928    0.900733    0.678473    
  0.257996    0.661034    0.721651    
  0.176106    1.161201    0.617740    
  0.331167    0.874591    0.782378    
  0.369961    1.094220    0.735255    
  0.124226    0.769964    0.664761    
  0.240881    1.045277    0.774925    
  0.489738    0.692932    0.625109    
  0.465591    1.164992    0.751033    
  0.216780    0.851465    0.648896    
  0.148572    0.970771    0.740301    
  0.394255    0.610333    0.659622    
  0.305314    0.983480    0.606253    
  0.150207    0.735395    0.793568    
  0.283650    1.079847    0.695922    
  0.435635    0.803674    0.703917    
  0.436331    0.937492    0.610798    
  0.281294    0.650735    0.789132    
  0.152637    1.127025    0.699283    
  0.304545    0.887180    0.700640    
  0.396659    1.119004    0.753517    
  0.147827    0.766806    0.646304    
  0.217500    1.017950    0.742406    
  0.463210    0.693839    0.657434    
  0.488871    1.197063    0.731990    
  0.243213    0.836478    0.668134    
  0.121968    0.941281    0.770476    
  0.370755    0.627608    0.629642    
  0.328884    1.003575    0.676272    
  0.176924    0.727548    0.723743    
  0.257153    1.057205    0.615161    
  0.412235    0.809267    0.784874    
  0.424510    1.074548    0.673723    
  0.270172    0.787827    0.726251    
  0.189454    0.987556    0.634846    
  0.340671    0.747674    0.765133    
  0.358126    0.958514    0.718015    
  0.110084    0.606279    0.681872    
  0.231036    1.180860    0.779517    
  0.475950    0.856786    0.620351    
  0.450095    1.038807    0.796478    
  0.205128    0.678259    0.603691    
  0.135748    1.097126    0.707602    
  0.383836    0.783415    0.692573    
  0.316526    1.147774    0.639208    
  0.165362    0.871710    0.760873    
  0.294508    0.915430    0.650710    
  0.448800    0.667528    0.749354    
  0.442100    1.135947    0.774192    
  0.290178    0.897522    0.625940    
  0.168933    0.927044    0.734523    
  0.323983    0.641779    0.665591    
  0.375667    1.026909    0.618473    
  0.129944    0.704290    0.781548    
  0.210173    1.108666    0.679205    
  0.459018    0.757886    0.720821    
  0.483309    0.951379    0.696753    
  0.234510    0.636781    0.703184    
  0.105852    1.187785    0.607083    
  0.351524    0.826349    0.792836    
  0.349692    1.067340    0.739470    
  0.194597    0.818550    0.660355    
  0.264270    0.994408    0.750203    
  0.416243    0.717456    0.649628    
  0.403310    0.977761    0.710523    
  0.252106    0.739372    0.689638    
  0.182726    1.082956    0.799802    
  0.337052    0.797655    0.600377    
  0.363297    1.171029    0.653255    
  0.118395    0.848374    0.746823    
  0.247541    0.966813    0.642912    
  0.495570    0.616070    0.757159    
  0.471476    1.088504    0.631520    
  0.223400    0.773942    0.768445    
  0.142683    1.048384    0.670800    
  0.387636    0.686911    0.729185    
  0.311147    0.906772    0.775814    
  0.156867    0.657945    0.624068    
  0.277819    1.157241    0.715472    
  0.428970    0.880326    0.684403    
  0.427922    1.112810    0.722347    
  0.279065    0.751382    0.677632    
  0.161238    1.026401    0.786224    
  0.306973    0.711812    0.613749    
  0.392593    0.919358    0.667019    
  0.137532    0.642416    0.732849    
  0.221374    1.142288    0.630516    
  0.473307    0.893507    0.769370    
  0.497647    1.002065    0.645100    
  0.245662    0.716810    0.755074    
  0.113391    1.060972    0.658976    
  0.368498    0.822555    0.741192    
  0.332633    1.183615    0.788208    
  0.186950    0.832844    0.611855    
  0.253206    0.951859    0.701706    
  0.402017    0.629250    0.698375    
  0.414365    0.973335    0.761784    
  0.266346    0.611871    0.638138    
  0.199798    1.163452    0.748299    
  0.344688    0.848900    0.651630    
  0.355748    1.082264    0.604907    
  0.101434    0.805359    0.794932    
  0.233216    0.981794    0.691018    
  0.484408    0.732976    0.708803    
  0.460264    1.157905    0.682975    
  0.209124    0.872613    0.717143    
  0.125770    0.902712    0.619489    
  0.380038    0.664331    0.780636    
  0.318832    1.041834    0.727659    
  0.173890    0.691100    0.672375    
  0.292010    1.096053    0.763771    
  0.440074    0.773408    0.636245    
  0.444430    1.016241    0.662304    
  0.298682    0.702559    0.737876    
  0.166411    1.122020    0.648024    
  0.315281    0.761426    0.752137    
  0.385862    1.132239    0.705413    
  0.133916    0.884291    0.694658    
  0.200171    0.928606    0.790756    
  0.455245    0.652570    0.609321    
  0.480955    1.051983    0.783298    
  0.225835    0.812128    0.616686    
  0.108008    1.012451    0.719019    
  0.360006    0.725686    0.680946    
  0.339571    0.942980    0.627971    
  0.190747    0.618861    0.771905    
  0.274590    1.194037    0.663313    
  0.420286    0.841829    0.736569    
  0.407035    1.172158    0.622024    
  0.262157    0.858439    0.778089    
  0.178803    0.963839    0.686694    
  0.326808    0.603281    0.713438    
  0.372048    0.990390    0.766707    
  0.120868    0.742479    0.633320    
  0.238988    1.072731    0.730974    
  0.493289    0.796659    0.669046    
  0.467385    0.912587    0.744581    
  0.213129    0.672695    0.655337    
  0.146581    1.149581    0.759251    
  0.397708    0.862852    0.640685    
  0.302713    1.105818    0.687702    
  0.154662    0.781735    0.712129    
  0.286445    1.033474    0.601969    
  0.431374    0.681229    0.797857    
  0.431877    1.104492    0.613593    
  0.286145    0.781397    0.786434    
  0.153963    1.031522    0.677835    
  0.302822    0.680340    0.722185    
  0.398403    0.913347    0.768910    
  0.146467    0.674811    0.631204    
  0.212634    1.149791    0.733555    
  0.467692    0.864343    0.666577    
  0.493399    0.990233    0.740840    
  0.238289    0.740967    0.658991    
  0.120569    1.071954    0.755083    
  0.372551    0.794599    0.644742    
  0.327116    1.174089    0.697720    
  0.178308    0.859381    0.702198    
  0.262043    0.965222    0.612365    
  0.407729    0.603603    0.787572    
  0.419589    0.943888    0.652275    
  0.274696    0.620830    0.747796    
  0.191253    1.194393    0.637641    
  0.339268    0.843174    0.762436    
  0.359507    1.050510    0.709165    
  0.108318    0.811938    0.691015    
  0.226527    1.010354    0.794910    
  0.480844    0.724943    0.605251    
  0.454942    1.134316    0.781085    
  0.200677    0.885086    0.618791    
  0.134022    0.930136    0.716452    
  0.385165    0.652745    0.683430    
  0.315170    1.015938    0.636413    
  0.167103    0.701193    0.763571    
  0.298992    1.121096    0.672158    
  0.443931    0.759514    0.727808    
  0.440377    1.041606    0.751768    
  0.291504    0.689518    0.648071    
  0.173784    1.095201    0.737904    
  0.319529    0.771273    0.661917    
  0.380149    1.159911    0.608646    
  0.125078    0.873630    0.791277    
  0.208814    0.904166    0.695184    
  0.460762    0.664724    0.704744    
  0.485105    1.080863    0.680774    
  0.233110    0.804945    0.719261    
  0.100928    0.979771    0.616909    
  0.356051    0.732016    0.783107    
  0.345186    0.974167    0.736089    
  0.199487    0.614058    0.664030    
  0.265654    1.163737    0.772628    
  0.414475    0.850467    0.627496    
  0.401908    1.185767    0.713904    
  0.253905    0.833715    0.685964    
  0.187250    0.953460    0.777378    
  0.332131    0.629496    0.622508    
  0.368190    1.001691    0.669234    
  0.113886    0.715374    0.730746    
  0.245775    1.059973    0.633085    
  0.496951    0.820567    0.766888    
  0.472805    0.920337    0.641347    
  0.221674    0.644456    0.758716    
  0.138232    1.142720    0.654821    
  0.392484    0.894928    0.745261    
  0.306278    1.111261    0.798239    
  0.161351    0.751116    0.601936    
  0.279560    1.024232    0.712091    
  0.427614    0.710998    0.688078    
  0.429641    0.904802    0.700143    
  0.277730    0.657037    0.699934    
  0.156396    1.155896    0.789777    
  0.311430    0.879970    0.610295    
  0.388114    1.088695    0.657412    
  0.142407    0.775416    0.742749    
  0.222725    1.049127    0.646666    
  0.471560    0.689009    0.753513    
  0.495854    1.170233    0.628950    
  0.247070    0.846297    0.770931    
  0.118306    0.966638    0.668583    
  0.363967    0.614539    0.731293    
  0.337136    0.979127    0.784656    
  0.182051    0.739675    0.615310    
  0.251831    1.084868    0.723911    
  0.403788    0.798579    0.676073    
  0.415770    1.067678    0.765337    
  0.264556    0.819876    0.634684    
  0.195265    0.995297    0.726095    
  0.349606    0.719407    0.673932    
  0.350851    0.949263    0.621057    
  0.105934    0.636020    0.779075    
  0.234991    1.186294    0.681411    
  0.483030    0.826140    0.718702    
  0.458932    1.028420    0.692582    
  0.210841    0.704447    0.707243    
  0.130230    1.110725    0.603339    
  0.375194    0.758663    0.796493    
  0.323704    1.135006    0.749864    
  0.169415    0.895591    0.650073    
  0.290260    0.926722    0.760218    
  0.441427    0.640396    0.639700    
  0.448887    1.146903    0.664879    
  0.293840    0.869557    0.735007    
  0.165076    0.915184    0.626405    
  0.317000    0.665927    0.773462    
  0.384115    1.040244    0.720587    
  0.135266    0.678633    0.679387    
  0.205046    1.099113    0.781735    
  0.450767    0.784415    0.618245    
  0.476424    0.956474    0.792319    
  0.230750    0.605300    0.607763    
  0.109416    1.179440    0.703846    
